AC_YEAR,STATCD,DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCH10
2015-16,21,2119,ODISHA,GANJAM,1,40,2460,338,3520151,21.78,397777.06,11.37,981,19.5,3.37,71.88,61.84,81.85,8206,302724,209124,2409,1164,9,181,2,177,426,0,4368
2015-16,21,2120,ODISHA,GAJAPATI,1,9,1179,133,575880,12.25,82753.96,10.99,1042,6.78,54.29,54.29,43.59,65.58,4325,63681,43454,876,503,4,10,2,101,57,0,1553
2015-16,21,2121,ODISHA,KANDHAMAL,1,14,1584,167,731952,9.86,106352.63,12.92,1037,15.76,53.58,65.12,52.46,78.41,8021,78912,55955,1229,711,1,27,2,78,125,0,2173
2015-16,21,2122,ODISHA,BOUDH,1,4,762,61,1506522,4.65,176865.68,12.95,981,23.79,12.55,83.25,76.49,84.49,3098,45217,27723,532,273,1,29,1,15,60,0,911
2015-16,21,2123,ODISHA,SONEPUR,1,9,746,94,652107,7.66,76557.36,20.35,959,25.6,9.37,74.42,63.63,84.78,2337,54366,31987,606,332,0,61,2,25,108,0,1134
2015-16,21,2124,ODISHA,BOLANGIR,1,19,1774,209,1648574,11.96,206896.04,23.29,983,17.88,21.05,65.5,53.77,77.08,6575,157698,92861,1333,840,7,115,1,94,280,0,2670
2015-16,21,2125,ODISHA,NUAPADA,1,8,627,87,606490,5.61,84908.6,14.28,1020,13.46,33.8,58.2,45.21,71.55,3852,64906,38972,593,421,1,58,2,39,111,0,1225
2015-16,21,2126,ODISHA,KALAHANDI,1,17,1641,210,1573054,7.75,214092.65,17.79,1003,18.17,28.5,60.22,47.27,73.34,7920,162870,101446,1657,684,5,116,2,113,220,0,2797
2015-16,21,2127,ODISHA,RAYAGADA,1,14,1843,182,961959,15.36,141119.39,15.74,1048,14.41,55.99,50.88,39.87,62.61,7073,112714,76803,1514,618,6,19,5,121,69,0,2352
2015-16,21,2128,ODISHA,NABARANGPUR,1,12,870,166,1218762,7.2,201948.86,18.81,1018,14.53,55.79,48.2,37.22,59.45,5291,152347,94431,1228,588,1,25,4,113,105,0,2064
2015-16,21,2129,ODISHA,KORAPUT,1,18,1585,179,1376934,16.37,215490.17,16.63,1031,14.25,50.56,49.87,38.92,61.29,8807,165517,105258,1695,810,6,32,2,162,127,0,2834
2015-16,21,2130,ODISHA,MALKANGIRI,1,9,790,110,612727,7.97,105634.13,21.53,1016,22.55,57.83,49.49,38.95,60.29,5791,81077,50385,883,409,0,10,3,71,58,0,1434
2015-16,22,2201,CHHATTISGARH,KORIYA,1,5,694,81,659039,31.19,93254.02,12.4,971,8.31,46.18,71.41,61.01,81.52,6604,71343,41543,993,82,62,353,8,13,64,0,1575
2015-16,22,2202,CHHATTISGARH,SURGUJA,1,7,630,113,2361329,10.38,371909.32,19.74,976,4.9,55.11,61.16,50.88,71.23,15732,287025,167481,1419,87,29,521,16,17,55,0,2144
2015-16,22,2203,CHHATTISGARH,JASHPUR,1,8,813,135,852043,8.92,120052.86,14.65,1004,5.74,62.28,68.6,59.05,78.24,5838,90174,52084,1806,56,11,507,6,25,24,0,2435
2015-16,22,2204,CHHATTISGARH,RAIGARH (CHHATTISGARH),1,9,1360,168,1493627,16.49,191333.62,18.02,993,15.06,33.84,73.7,63.25,84.17,7086,143806,87164,2056,139,61,857,14,37,53,0,3217
2015-16,22,2205,CHHATTISGARH,KORBA,1,5,797,118,1206563,36.98,168436.19,19.25,971,10.33,40.9,73.22,62.26,83.88,6598,126607,73690,1549,107,71,444,9,27,65,0,2272
2015-16,22,2206,CHHATTISGARH,JANJGIR - CHAMPA,1,9,927,132,1620632,13.9,219109.45,23.01,986,24.57,11.56,73.7,61.72,85.59,3853,169328,102673,1619,248,127,673,25,33,90,0,2815
2015-16,22,2207,CHHATTISGARH,BILASPUR (CHHATTISGARH),1,7,1064,108,2662077,25.5,400642.59,33.21,972,20.76,18.71,71.59,60.12,82.77,8272,300546,182066,1794,273,113,652,37,46,109,0,3024
2015-16,22,2208,CHHATTISGARH,KAWARDHA,1,4,932,90,822239,10.62,140767.32,40.66,997,14.57,20.31,61.95,48.94,74.99,4235,103691,61355,1063,54,6,457,11,9,54,0,1654
2015-16,22,2209,CHHATTISGARH,RAJNANDGAON,1,9,1691,151,1537520,17.73,206335.18,19.82,1017,10.19,26.36,76.97,66.98,87.19,8070,151916,95771,1919,142,49,695,17,47,70,0,2939
2015-16,22,2210,CHHATTISGARH,DURG,1,3,567,61,3343079,38.41,421227.95,18.95,988,13.7,11.89,79.69,70.51,88.8,8535,310605,193965,719,195,125,321,18,36,22,0,1436
2015-16,22,2211,CHHATTISGARH,RAIPUR,1,4,721,86,4062160,36.49,569514.83,34.65,983,17.82,11.72,76.43,66.21,86.5,12383,423006,168594,989,334,192,436,31,85,35,0,2102
2015-16,22,2212,CHHATTISGARH,MAHASAMUND,1,5,1172,120,1032275,11.64,131408.61,20,1018,13.52,27.1,71.54,60.37,83.01,4790,97201,58334,1373,76,24,446,13,14,45,0,1991
2015-16,22,2213,CHHATTISGARH,DHAMTARI,1,4,696,81,799199,18.66,100539.23,13.11,1012,7.33,25.96,78.95,69.24,88.84,4084,73423,45819,948,67,32,419,6,18,25,0,1515
2015-16,22,2214,CHHATTISGARH,KANKER,1,7,1268,137,748593,10.25,97466.81,15,1007,4.21,55.38,70.97,61.08,80.98,7161,74581,47039,1637,60,14,522,10,20,79,0,2342
2015-16,22,2215,CHHATTISGARH,BASTER,1,7,887,133,1411644,13.7,212875.92,17.83,1024,2.69,65.93,54.94,44.49,65.7,10470,158302,98317,1647,36,25,600,24,8,39,0,2379
2015-16,22,2216,CHHATTISGARH,DANTEWADA,1,4,360,53,532791,18.04,76455.51,11.9,1022,2.44,76.88,42.67,32.88,52.69,8298,61961,43874,610,46,7,183,8,5,10,0,869
2015-16,22,2217,CHHATTISGARH,KONDAGAON,1,5,632,103,,,,,,,,,,,0,,,1239,25,4,550,11,5,37,0,1871
2015-16,22,2218,CHHATTISGARH,NARAYANPUR,1,2,244,30,,,,,,,,,,58.97,4653,18150,12395,435,17,2,125,5,4,3,0,591
2015-16,22,2219,CHHATTISGARH,MUNGELI,1,3,628,56,,,,,,,,,,,0,,,694,54,21,211,15,22,60,0,1077
2015-16,22,2220,CHHATTISGARH,BIJAPUR,1,4,512,61,,,,,,,,,,51.42,8530,33380,24578,793,77,0,166,7,4,6,0,1053
2015-16,22,2221,CHHATTISGARH,SUKMA,1,3,524,56,,,,,,,,,,,0,,,701,46,1,165,5,3,16,0,937
2015-16,22,2222,CHHATTISGARH,BALOD,1,5,771,93,,,,,,,,,,,0,,,868,65,19,372,8,11,32,0,1375
2015-16,22,2223,CHHATTISGARH,BEMETARA,1,4,719,70,,,,,,,,,,,0,,,796,52,13,331,2,4,56,0,1254
2015-16,22,2224,CHHATTISGARH,BALODABAZAR,1,6,1051,118,,,,,,,,,,,0,,,1250,125,42,567,10,14,66,0,2074
2015-16,22,2225,CHHATTISGARH,GARIABAND,1,5,786,85,,,,,,,,,,,0,,,1015,30,4,410,6,3,43,0,1511
2015-16,22,2226,CHHATTISGARH,BALRAMPUR,1,6,700,114,,,,,,,,,,,0,,,1444,58,4,521,5,12,47,0,2091
2015-16,22,2227,CHHATTISGARH,SURAJPUR,1,6,688,111,,,,,,,,,,,0,,,1450,107,24,510,7,18,46,0,2162
2015-16,23,2301,MADHYA PRADESH,SHEOPUR,1,3,598,29,687952,15.6,115575.94,22.96,902,15.76,23.47,58.02,44.45,70.3,6606,85786,50800,936,137,12,288,1,17,0,0,1391
2015-16,23,2302,MADHYA PRADESH,MORENA,1,7,839,64,1965137,23.9,298700.82,23.38,839,21.44,0.87,72.07,57.64,84.2,4989,224714,133435,2183,440,61,596,13,79,5,0,3377
2015-16,23,2303,MADHYA PRADESH,BHIND,1,6,1128,70,1703562,25.4,241905.8,19.25,838,22.01,0.36,76.59,63.96,87.2,4459,182201,108900,1806,703,79,757,8,57,2,0,3412
2015-16,23,2304,MADHYA PRADESH,GWALIOR,1,5,791,56,2030543,62.7,253817.88,24.41,862,19.34,3.55,77.93,68.29,86.3,4560,192313,121761,1559,747,217,576,11,176,2,0,3288
2015-16,23,2305,MADHYA PRADESH,DATIA,1,3,686,34,786375,23.2,109306.13,18.4,875,25.46,1.91,73.5,60.21,85.2,2902,81316,51217,915,159,33,385,2,31,1,0,1526
2015-16,23,2306,MADHYA PRADESH,SHIVPURI,1,8,1630,80,1725818,17.1,281308.33,22.74,877,18.63,13.2,63.73,49.47,76.2,10066,211411,130469,2363,321,64,706,4,50,1,0,3509
2015-16,23,2307,MADHYA PRADESH,GUNA,1,5,1263,70,1240938,25.2,201031.96,26.91,910,15.56,15.37,65.1,52.53,76.6,6390,155961,95649,1697,335,47,586,2,51,0,0,2718
2015-16,23,2308,MADHYA PRADESH,TIKAMGARH,1,6,843,66,1444920,17.3,223962.6,20.11,901,25.02,4.7,62.57,50.71,73.3,5048,171373,104724,1816,217,18,604,1,34,1,0,2691
2015-16,23,2309,MADHYA PRADESH,CHHATARPUR,1,8,1824,74,1762857,22.6,278531.41,19.54,884,23,4.18,64.9,54.34,74.2,8687,209381,130438,2097,452,70,757,8,71,3,0,3458
2015-16,23,2310,MADHYA PRADESH,PANNA,1,5,1145,63,1016028,12.3,160532.42,18.62,907,20.46,16.81,66.08,55.55,75.6,7135,120614,75528,1688,272,28,715,3,23,0,0,2729
2015-16,23,2311,MADHYA PRADESH,SAGAR,1,11,1896,90,2378295,29.8,351987.66,17.62,896,21.09,9.33,77.52,67.71,86.3,10252,260186,160229,2341,386,78,943,8,69,5,0,3830
2015-16,23,2312,MADHYA PRADESH,DAMOH,1,7,988,56,1263703,19.8,187028.04,16.58,913,19.49,13.15,70.92,59.9,81,7306,141600,87197,1574,158,17,591,4,20,1,0,2365
2015-16,23,2313,MADHYA PRADESH,SATNA,1,8,1840,99,2228619,21.3,320921.14,19.17,927,17.88,14.36,73.79,63.42,83.4,7502,246179,157443,2841,603,119,942,8,93,0,0,4606
2015-16,23,2314,MADHYA PRADESH,REWA,1,9,1778,143,2363744,16.7,340379.14,19.79,930,16.22,13.19,73.42,62.49,83.7,6314,264506,162603,3793,795,119,970,8,62,0,0,5747
2015-16,23,2315,MADHYA PRADESH,UMARIA,1,3,591,33,643579,17.2,99754.75,24.73,953,9.02,46.64,67.34,56.06,78.1,4076,76339,45890,818,59,21,385,1,16,0,0,1300
2015-16,23,2316,MADHYA PRADESH,SHAHDOL,1,5,859,57,1064989,20.6,154423.41,17.27,968,8.42,44.65,68.36,58.16,78.3,6205,115958,70299,1689,147,34,496,4,24,0,0,2394
2015-16,23,2317,MADHYA PRADESH,SIDHI,1,5,941,64,1126515,8.3,189254.52,23.66,952,11.55,27.8,66.09,55.23,76.5,4851,142457,86140,1753,335,25,642,3,28,0,0,2786
2015-16,23,2318,MADHYA PRADESH,NEEMUCH,1,3,763,35,825958,29.7,105722.62,13.76,959,13.46,8.65,71.81,57.25,85.9,4256,79006,51729,977,233,35,374,2,40,1,0,1662
2015-16,23,2319,MADHYA PRADESH,MANDSAUR,1,5,904,51,1339832,20.7,174178.16,13.19,966,18.58,2.47,72.75,58.3,86.8,5535,129154,86212,1393,433,62,547,1,41,0,0,2477
2015-16,23,2320,MADHYA PRADESH,RATLAM,1,6,1224,68,1454483,29.9,212354.52,19.67,973,13.65,28.17,68.03,56.45,79.4,4861,160977,99522,1752,303,60,562,6,41,0,0,2724
2015-16,23,2321,MADHYA PRADESH,UJJAIN,1,7,1195,60,1986597,39.2,264217.4,16.11,954,26.37,2.45,73.55,61.4,85.2,6091,200794,125410,1626,586,141,741,3,116,3,0,3216
2015-16,23,2322,MADHYA PRADESH,SHAJAPUR,1,4,630,40,1512353,19.4,213241.77,17.17,939,23.4,2.5,70.17,56.36,83.2,6195,164277,105397,1011,336,50,444,2,80,0,0,1923
2015-16,23,2323,MADHYA PRADESH,DEWAS,1,6,1167,59,1563107,28.9,223524.3,19.48,941,18.67,17.44,70.53,58.27,82.1,7020,170235,104676,1644,536,109,629,1,88,0,0,3007
2015-16,23,2324,MADHYA PRADESH,JHABUA,1,6,819,65,1024091,9,207890.47,30.58,989,1.7,87,44.45,34.29,54.7,3600,160792,92591,2030,100,15,428,0,28,1,0,2602
2015-16,23,2325,MADHYA PRADESH,DHAR,1,13,1626,114,2184672,18.9,349547.52,25.53,961,6.65,55.94,60.57,49.69,71.1,8153,264966,162043,3391,493,76,858,2,100,1,0,4921
2015-16,23,2326,MADHYA PRADESH,INDORE,1,5,762,49,3272335,74.1,409041.88,32.71,924,16.64,6.64,82.32,74.89,89.2,3898,298804,185438,1290,1319,516,592,10,198,0,0,3925
2015-16,23,2327,MADHYA PRADESH,KHARGONE,1,9,1208,98,1872413,16,293968.84,22.81,963,11.16,38.98,63.98,53.68,74,8025,221376,137440,2837,332,65,828,3,63,0,0,4128
2015-16,23,2328,MADHYA PRADESH,BARWANI,1,7,708,78,1385659,14.7,260503.89,27.55,981,6.35,69.43,50.23,43.07,57.3,5427,192955,117222,2493,112,34,682,1,20,1,0,3343
2015-16,23,2329,MADHYA PRADESH,KHANDWA,1,7,756,47,1309443,19.8,202963.67,21.44,944,11.95,35.05,67.53,56.54,77.9,7352,154438,93033,1284,160,26,499,7,28,2,0,2006
2015-16,23,2330,MADHYA PRADESH,RAJGARH,1,6,1626,77,1546541,17.9,225794.99,23.32,955,19.13,3.48,62.68,49.79,75.1,6153,172711,110167,2065,485,58,746,1,65,0,0,3420
2015-16,23,2331,MADHYA PRADESH,VIDISHA,1,7,1430,73,1458212,23.3,230397.5,20.03,897,20.03,4.63,72.08,61.67,81.4,7371,177302,112686,1977,316,70,773,6,53,0,0,3195
2015-16,23,2332,MADHYA PRADESH,BHOPAL,1,4,548,32,2368145,80.8,293649.98,28.46,911,15.08,2.93,82.26,76.57,87.4,2772,225095,137352,1107,1044,376,375,6,180,1,0,3089
2015-16,23,2333,MADHYA PRADESH,SEHORE,1,5,1116,58,1311008,18.9,195340.19,21.51,918,20.69,11.1,71.11,58.86,82.4,6578,144504,91666,1470,472,106,677,2,99,1,0,2827
2015-16,23,2334,MADHYA PRADESH,RAISEN,1,7,1404,74,1331699,22.8,203749.95,18.36,899,16.96,15.4,74.26,65.09,82.5,8466,152685,95294,1887,287,86,657,4,51,1,0,2973
2015-16,23,2335,MADHYA PRADESH,BETUL,1,10,1525,79,1575247,19.6,207932.6,12.91,970,10.11,42.34,70.14,61.63,78.4,10043,154333,96962,2125,145,43,870,5,32,3,0,3223
2015-16,23,2336,MADHYA PRADESH,HARDA,1,3,522,24,570302,20.9,82123.49,20.21,932,16.28,27.99,74.04,64.3,83.1,3334,61731,37843,606,105,51,284,3,13,0,0,1062
2015-16,23,2337,MADHYA PRADESH,HOSHANGABAD,1,7,1014,54,1240975,31.4,161326.75,14.45,912,16.52,15.89,76.52,67.04,85.2,6703,118184,75874,1243,230,131,553,5,46,1,0,2209
2015-16,23,2338,MADHYA PRADESH,KATNI,1,6,947,54,1291684,20.4,188585.86,21.38,948,12.05,24.59,73.62,62.47,84.2,4950,140981,89127,1428,190,46,544,5,31,1,0,2245
2015-16,23,2339,MADHYA PRADESH,JABALPUR,1,8,1372,63,2460714,58.5,287903.54,14.39,925,14.13,15.23,82.47,75.3,89.1,5211,216493,134661,1815,432,169,668,29,79,3,0,3195
2015-16,23,2340,MADHYA PRADESH,NARSIMHAPUR,1,6,1030,52,1092141,18.6,139794.05,14.04,917,16.87,13.36,76.79,67.64,85.2,5133,101607,64743,1287,156,45,498,11,29,1,0,2027
2015-16,23,2341,MADHYA PRADESH,DINDORI,1,7,851,51,704218,4.6,106336.92,21.26,1004,5.65,64.7,65.47,53.49,77.6,7470,81846,45719,1487,64,6,453,3,8,1,0,2022
2015-16,23,2342,MADHYA PRADESH,MANDLA,1,9,1205,73,1053522,12.4,144332.51,17.81,1005,4.59,57.88,68.28,57.2,79.5,5800,110253,66340,2148,70,16,615,3,15,0,0,2867
2015-16,23,2343,MADHYA PRADESH,CHHINDWARA,1,11,1910,99,2090306,24.4,267559.17,13.03,966,11.11,36.82,72.21,63.38,80.8,11815,197338,126082,2800,294,66,1056,9,54,1,0,4280
2015-16,23,2344,MADHYA PRADESH,SEONI,1,8,1544,80,1378876,11.9,176496.13,18.2,984,9.48,37.69,73.01,64.14,81.8,8758,132954,86063,2264,195,25,747,2,24,1,0,3258
2015-16,23,2345,MADHYA PRADESH,BALAGHAT,1,10,1709,78,1701156,14.4,207541.03,13.56,1021,7.37,22.51,78.29,69.71,87.1,9229,152492,101706,2105,245,70,784,7,38,0,0,3249
2015-16,23,2346,MADHYA PRADESH,ASHOKNAGAR,1,4,847,33,844979,18.2,136886.6,22.65,900,20.8,9.71,67.9,54.18,80.2,4674,102989,65024,1142,157,26,386,1,24,0,0,1736
2015-16,23,2347,MADHYA PRADESH,ANUPPUR,1,4,623,46,749521,27.4,102684.38,12.35,975,9.93,47.85,69.08,57.89,80.1,3747,77374,46903,1215,118,32,392,1,31,0,0,1789
2015-16,23,2348,MADHYA PRADESH,BURHANPUR,1,2,306,21,756993,34.4,120361.89,19.23,951,8.48,30.36,65.28,57.12,73.1,3427,90094,52738,563,72,26,215,11,23,0,0,910
2015-16,23,2349,MADHYA PRADESH,ALIRAJPUR,1,6,612,62,728677,7.8,144278.05,19.4,1009,3.69,88.98,37.22,30.97,43.6,3182,111658,67198,1968,54,6,376,1,5,0,0,2410
2015-16,23,2350,MADHYA PRADESH,SINGRAULI,1,3,714,55,1178132,19.3,203816.84,28.03,916,12.79,32.59,62.36,49.86,73.8,5675,151138,90763,1569,196,36,509,2,23,0,0,2335
2015-16,23,2351,MADHYA PRADESH,AGAR MALWA,1,4,505,32,,,,,,,,,,,,,,725,143,20,296,0,21,0,0,1205
2015-16,24,2401,GUJARAT,KACHCHH,1,10,1011,247,2090313,13.27,310202.45,32.03,907,12.37,1.16,71.58,61.62,80.6,45674,234042,134857,182,1803,57,20,11,41,7,0,2121
2015-16,24,2402,GUJARAT,BANAS KANTHA,1,14,1377,282,3116045,20.93,498878.8,24.43,936,10.49,9.11,66.39,52.58,79.45,10743,381163,232204,1098,1511,35,32,17,16,21,0,2730
2015-16,24,2403,GUJARAT,PATAN,1,9,679,109,1342746,25.35,179390.87,13.53,935,9.18,0.99,73.47,62.01,84.28,5792,138195,86225,203,719,5,26,2,2,8,0,965
2015-16,24,2404,GUJARAT,MAHESANA,1,10,730,146,2027727,14.96,227713.74,9.91,925,7.98,0.46,84.26,76.12,91.88,4401,174840,113056,234,957,22,51,7,17,3,0,1291
2015-16,24,2405,GUJARAT,SABAR KANTHA,1,8,684,167,2427346,43.21,337401.09,16.56,950,7.73,22.32,76.6,65.29,87.45,7394,249776,148137,501,928,27,20,35,18,5,0,1534
2015-16,24,2406,GUJARAT,GANDHINAGAR,1,4,490,96,1387478,84.05,159421.22,12.15,920,7.8,1.31,85.78,77.37,93.59,2140,121780,74943,169,718,56,31,6,19,3,0,1002
2015-16,24,2407,GUJARAT,AHMEDABAD,1,11,683,186,7208200,28.3,802272.66,22.31,903,10.53,1.24,86.65,80.29,92.44,8107,609612,374117,357,2188,121,198,5,37,6,0,2912
2015-16,24,2408,GUJARAT,SURENDRANAGAR,1,10,602,124,1755873,58.12,234233.46,15.89,929,10.22,1.22,73.19,62.2,83.47,10423,178237,111528,136,894,32,47,7,19,8,0,1143
2015-16,24,2409,GUJARAT,RAJKOT,1,12,640,150,3799770,44.96,424054.33,19.87,924,7.63,0.63,82.2,75.26,88.67,11198,318580,200006,107,1711,104,17,6,44,1,0,1990
2015-16,24,2410,GUJARAT,JAMNAGAR,1,6,432,110,2159130,48.77,254129.6,13.38,938,8.05,1.12,74.4,65.97,82.35,14184,194472,124788,54,907,51,5,6,36,0,0,1059
2015-16,24,2411,GUJARAT,PORBANDAR,1,3,163,48,586062,33.05,63822.15,9.17,947,8.85,2.23,76.63,68.32,84.56,2316,48861,33038,60,366,19,1,2,9,1,0,458
2015-16,24,2412,GUJARAT,JUNAGADH,1,10,521,100,2742291,25.49,301377.78,12.01,952,9.69,2.03,76.88,67.59,85.8,8831,231140,158420,154,998,39,18,3,29,2,0,1243
2015-16,24,2413,GUJARAT,AMRELI,1,11,626,120,1513614,41.01,168767.96,8.59,964,8.78,0.48,74.49,66.97,81.82,7397,128931,83918,73,897,35,8,2,24,2,0,1041
2015-16,24,2414,GUJARAT,BHAVNAGAR,1,10,697,147,2877961,30.32,369530.19,16.53,931,5.45,0.32,76.84,66.92,86.15,10034,283467,179581,118,1081,71,12,9,33,5,0,1329
2015-16,24,2415,GUJARAT,ANAND,1,8,362,164,2090276,22.76,243726.18,12.57,921,4.99,1.19,85.79,77.76,93.23,3204,182707,114797,481,778,28,71,8,15,1,0,1382
2015-16,24,2416,GUJARAT,KHEDA,1,10,558,179,2298934,14,277251.44,12.81,937,5.03,1.75,84.31,74.67,93.4,3953,211413,131958,668,903,14,26,10,11,1,0,1633
2015-16,24,2417,GUJARAT,PANCH MAHALS,1,7,578,171,2388267,8.99,348925.81,17.92,945,4.2,30.18,72.32,59.95,84.07,5231,263485,158068,606,928,17,19,7,11,11,0,1599
2015-16,24,2418,GUJARAT,DOHAD,1,8,736,175,2126558,49.54,402982.74,29.95,986,1.95,74.32,60.6,49.02,72.14,3642,306374,169215,814,1038,2,21,2,5,11,0,1893
2015-16,24,2419,GUJARAT,VADODARA,1,9,890,138,4157568,10.44,474378.51,14.16,934,5.32,27.61,81.21,74.4,87.59,7546,363506,226745,607,881,126,31,14,61,4,0,1724
2015-16,24,2420,GUJARAT,NARMADA,1,5,651,84,590379,34.07,75214.28,14.77,960,1.48,81.55,73.29,63.62,82.6,2817,57054,36318,320,451,2,5,3,5,5,0,791
2015-16,24,2421,GUJARAT,BHARUCH,1,9,711,131,1550822,79.68,170590.42,13.14,924,4.01,31.48,83.03,76.79,88.8,6509,131300,86256,287,758,95,26,11,43,1,0,1221
2015-16,24,2422,GUJARAT,SURAT,1,10,872,170,6079231,10.89,710662.1,42.19,788,2.6,14.09,86.65,81.02,91.05,4549,537397,318023,640,1403,305,16,3,78,2,0,2447
2015-16,24,2423,GUJARAT,THE DANGS,1,3,311,42,226769,30.74,39389.78,21.44,1007,0.44,94.65,76.8,68.75,84.98,1766,30270,18891,267,148,1,7,2,0,0,0,425
2015-16,24,2424,GUJARAT,NAVSARI,1,6,399,103,1330711,37.23,129478.18,8.24,961,2.67,48.11,84.78,79.3,90.06,2246,97702,62449,294,570,21,8,1,10,1,0,905
2015-16,24,2425,GUJARAT,VALSAD,1,6,486,135,1703068,9.79,206241.53,20.74,926,2.24,52.93,80.94,74.96,86.48,3008,158038,98948,503,679,61,9,8,16,8,0,1284
2015-16,24,2426,GUJARAT,TAPI,1,7,556,81,806489,46.06,84520.05,12.07,1004,1.01,84.18,69.23,61.69,76.86,3139,64508,42420,503,386,8,8,2,5,10,0,922
2015-16,24,2427,GUJARAT,ARAVALLI,1,6,629,161,,,,,,,,,,,,,,572,779,12,26,9,12,2,0,1412
2015-16,24,2428,GUJARAT,BOTAD,1,4,195,40,,,,,,,,,,,,,,23,295,21,7,4,5,0,0,355
2015-16,24,2429,GUJARAT,DEVBHOOMI DWARKA,1,4,269,83,,,,,,,,,,,,,,127,656,23,8,0,20,3,0,837
2015-16,24,2430,GUJARAT,GIR SOMNATH,1,6,360,85,,,,,,,,,,,,,,81,730,29,5,3,15,5,0,868
2015-16,24,2431,GUJARAT,MAHISAGAR,1,6,648,135,,,,,,,,,,,,,,716,606,9,16,7,6,6,0,1366
2015-16,24,2432,GUJARAT,CHHOTAUDEPUR,1,6,929,116,,,,,,,,,,,,,,830,497,7,10,4,3,19,0,1370
2015-16,24,2433,GUJARAT,MORBI,1,5,402,82,,,,,,,,,,,,,,55,663,48,10,4,15,4,0,799
2015-16,25,2501,DAMAN & DIU,DIU,1,1,13,3,52056,83.1,6335.22,17.73,1030,3.58,0.24,83.36,75.83,91.24,39,4826,3272,23,1,0,12,2,3,0,0,41
2015-16,25,2502,DAMAN & DIU,DAMAN,1,1,26,4,190855,46.62,19543.55,67.43,533,2.23,7.97,88.06,81.14,91.53,72,15066,7458,36,5,8,26,2,2,0,0,79
2015-16,26,2601,DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI(UT),1,1,70,11,342853,46.62,49199.41,55.5,775,1.8,51.95,77.65,65.93,86.46,491,37255,21915,177,128,7,1,1,9,0,0,323
2015-16,27,2701,MAHARASHTRA,NANDURBAR,1,6,1206,96,1646177,16.72,231287.87,25.5,972,2.91,69.28,63.04,53.9,71.98,5955,178959,115913,1349,284,43,0,55,107,150,0,1988
2015-16,27,2702,MAHARASHTRA,DHULE,1,5,896,89,2048781,27.91,261424.46,19.96,941,6.22,31.56,74.61,66.21,82.59,7195,200620,126867,1221,255,51,0,119,46,224,0,1916
2015-16,27,2703,MAHARASHTRA,JALGAON,1,16,1437,173,4224442,31.8,513692.15,14.71,922,9.2,14.29,79.73,70.92,87.97,11765,385641,234503,1708,729,24,5,167,64,424,0,3121
2015-16,27,2704,MAHARASHTRA,BULDANA,1,13,1212,140,2588039,21.23,324281.29,15.93,928,18.21,4.83,82.09,72.95,90.69,9661,237436,140129,1088,726,9,4,157,33,188,0,2205
2015-16,27,2705,MAHARASHTRA,AKOLA,1,8,853,99,1818617,39.69,206049.31,11.6,942,20.07,5.53,87.55,81.91,92.89,5676,150007,93903,751,546,6,1,138,29,124,0,1595
2015-16,27,2706,MAHARASHTRA,WASHIM,1,6,683,74,1196714,17.69,147435.16,17.23,926,19.17,6.72,81.7,72.26,90.54,4898,111363,67453,617,401,11,1,113,17,85,0,1245
2015-16,27,2707,MAHARASHTRA,AMRAVATI,1,15,1465,167,2887826,35.9,299756.34,10.77,947,17.53,13.99,88.23,83.52,92.7,12210,221384,141492,1246,874,19,0,183,52,225,0,2599
2015-16,27,2708,MAHARASHTRA,WARDHA,1,8,876,92,1296157,32.47,124560.69,4.8,946,14.52,11.49,87.22,81.89,92.27,6309,92637,58272,793,377,8,2,79,31,104,0,1394
2015-16,27,2709,MAHARASHTRA,NAGPUR,1,18,1793,200,4653171,68.3,481603.2,14.39,948,18.65,9.4,89.52,85.07,93.76,9892,356737,216651,1783,1163,43,0,246,91,331,0,3657
2015-16,27,2710,MAHARASHTRA,BHANDARA,1,7,749,63,1198810,19.5,122878.03,5.52,984,16.69,7.41,85.14,77.02,93.17,4087,89295,57913,646,345,14,0,88,21,112,0,1226
2015-16,27,2711,MAHARASHTRA,GONDIYA,1,8,973,89,1322331,17.07,136067.86,10.13,996,13.31,16.2,85.41,77.3,93.54,5234,100329,67092,737,561,17,5,97,21,67,0,1505
2015-16,27,2712,MAHARASHTRA,GADCHIROLI,1,12,1539,103,1071795,11,115110.78,10.46,975,11.25,38.71,70.55,60.66,80.21,14412,87981,58664,1218,480,25,1,82,63,62,0,1931
2015-16,27,2713,MAHARASHTRA,CHANDRAPUR,1,15,1536,141,2194262,35.08,223814.72,5.95,959,15.8,17.67,81.35,73.65,88.73,11443,165736,103471,1207,734,31,0,109,69,126,0,2276
2015-16,27,2714,MAHARASHTRA,YAVATMAL,1,16,1755,193,2775457,21.59,320565.28,12.9,947,11.85,18.54,80.7,72.41,88.58,13582,236940,145985,1560,1061,14,0,161,57,177,0,3030
